moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,6.0, 153.00, 0.00, 0, 0
 600,12.0, 156.00, 13.00, 7, 7
 900,6.0, 153.00, 21.00, 12, 11
 200,5.0, 152.00, 6.00, 2, 2
 700,6.0, 151.00, 14.00, 9, 9
 50,6.0, 156.00, 2.00, 0, 0
 300,6.0, 152.00, 7.00, 3, 3
 400,6.0, 151.00, 8.00, 3, 3
 500,11.0, 152.00, 13.00, 5, 5
 800,6.0, 154.00, 15.00, 9, 9
 100,6.0, 153.00, 2.00, 0, 0
 1000,6.0, 155.00, 22.00, 12, 11
