n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 1.00, 250.00, 0.00, 0, 0,
 600, 8.00, 0.00,7, 1.00, 252.00, 2.00, 5, 3,
 900, 5.00, 0.00,3, 1.00, 251.00, 4.00, 7, 5,
 200, 5.00, 0.00,3, 0.00, 249.00, 0.00, 2, 0,
 700, 3.00, 1.00,3, 0.00, 253.00, 2.00, 5, 3,
 50, 5.00, 0.00,5, 0.00, 261.00, 0.00, 0, 0,
 300, 3.00, 1.00,3, 0.00, 249.00, 2.00, 3, 1,
 400, 5.00, 0.00,4, 1.00, 255.00, 2.00, 3, 1,
 500, 4.00, 0.00,4, 1.00, 253.00, 2.00, 4, 2,
 800, 4.00, 0.00,3, 0.00, 252.00, 2.00, 5, 3,
 100, 4.00, 0.00,3, 1.00, 252.00, 0.00, 0, 0,
 1000, 4.00, 0.00,3, 0.00, 250.00, 5.00, 7, 5,
