moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,6.0, 152.00, 0.00, 0, 0
 600,5.0, 151.00, 8.00, 7, 7
 900,5.0, 153.00, 14.00, 12, 11
 200,12.0, 153.00, 3.00, 2, 2
 700,6.0, 152.00, 9.00, 9, 9
 50,5.0, 157.00, 0.00, 0, 0
 300,8.0, 160.00, 4.00, 3, 3
 400,5.0, 154.00, 4.00, 3, 3
 500,5.0, 152.00, 7.00, 5, 5
 800,5.0, 190.00, 8.00, 9, 9
 100,5.0, 151.00, 0.00, 0, 0
 1000,6.0, 152.00, 14.00, 12, 11
