moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,8.0, 262.00, 0.00, 0, 0
 600,8.0, 255.00, 7.00, 5, 3
 900,8.0, 253.00, 11.00, 7, 5
 200,7.0, 254.00, 3.00, 2, 0
 700,7.0, 268.00, 8.00, 5, 3
 50,8.0, 250.00, 0.00, 0, 0
 300,12.0, 255.00, 3.00, 3, 1
 400,10.0, 268.00, 3.00, 3, 1
 500,7.0, 251.00, 5.00, 4, 2
 800,8.0, 255.00, 9.00, 5, 3
 100,8.0, 257.00, 1.00, 0, 0
 1000,11.0, 276.00, 13.00, 7, 5
