n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 1.00, 251.00, 0.00, 0, 0,
 600, 4.00, 1.00,3, 0.00, 249.00, 2.00, 5, 3,
 900, 4.00, 0.00,3, 1.00, 250.00, 4.00, 7, 5,
 200, 6.00, 0.00,4, 0.00, 252.00, 0.00, 2, 0,
 700, 6.00, 0.00,3, 0.00, 250.00, 2.00, 5, 3,
 50, 4.00, 0.00,4, 0.00, 255.00, 0.00, 0, 0,
 300, 4.00, 0.00,4, 0.00, 249.00, 1.00, 3, 1,
 400, 4.00, 0.00,3, 1.00, 252.00, 1.00, 3, 1,
 500, 9.00, 0.00,8, 0.00, 254.00, 1.00, 4, 2,
 800, 4.00, 0.00,3, 1.00, 254.00, 3.00, 5, 3,
 100, 4.00, 1.00,4, 0.00, 252.00, 0.00, 0, 0,
 1000, 9.00, 0.00,8, 1.00, 251.00, 4.00, 7, 5,
