moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,3.0, 23.00, 0.00, 0, 0
 600,7.0, 29.00, 17.00, 14, 13
 900,3.0, 23.00, 25.00, 23, 22
 200,7.0, 23.00, 6.00, 7, 6
 700,3.0, 23.00, 19.00, 17, 16
 50,4.0, 25.00, 1.00, 2, 1
 300,4.0, 28.00, 6.00, 8, 7
 400,3.0, 24.00, 9.00, 9, 8
 500,3.0, 24.00, 14.00, 11, 10
 800,8.0, 33.00, 18.00, 19, 18
 100,6.0, 35.00, 3.00, 4, 3
 1000,7.0, 29.00, 26.00, 24, 22
