n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 0.00,1, 1.00, 12.00, 0.00, 0, 0,
 600, 3.00, 0.00,1, 0.00, 19.00, 4.00, 16, 13,
 900, 2.00, 0.00,0, 0.00, 12.00, 7.00, 25, 21,
 200, 3.00, 0.00,1, 1.00, 17.00, 2.00, 7, 6,
 700, 2.00, 0.00,0, 1.00, 13.00, 5.00, 19, 15,
 50, 1.00, 1.00,0, 0.00, 14.00, 0.00, 1, 1,
 300, 1.00, 1.00,0, 0.00, 11.00, 2.00, 9, 8,
 400, 2.00, 1.00,0, 1.00, 18.00, 3.00, 12, 10,
 500, 3.00, 1.00,0, 1.00, 26.00, 3.00, 14, 12,
 800, 3.00, 1.00,0, 1.00, 21.00, 7.00, 21, 17,
 100, 2.00, 0.00,0, 0.00, 12.00, 1.00, 3, 2,
 1000, 1.00, 1.00,0, 0.00, 11.00, 7.00, 26, 21,
