n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 0.00,2, 0.00, 152.00, 0.00, 0, 0,
 600, 4.00, 0.00,2, 1.00, 155.00, 13.00, 7, 7,
 900, 3.00, 0.00,3, 0.00, 151.00, 21.00, 12, 11,
 200, 6.00, 1.00,4, 1.00, 162.00, 5.00, 2, 2,
 700, 4.00, 0.00,2, 1.00, 152.00, 13.00, 9, 9,
 50, 3.00, 0.00,2, 1.00, 153.00, 1.00, 0, 0,
 300, 2.00, 1.00,2, 0.00, 153.00, 7.00, 3, 3,
 400, 3.00, 0.00,2, 1.00, 170.00, 8.00, 3, 3,
 500, 2.00, 1.00,2, 0.00, 152.00, 12.00, 5, 5,
 800, 4.00, 0.00,2, 0.00, 153.00, 15.00, 9, 9,
 100, 4.00, 0.00,2, 1.00, 154.00, 2.00, 0, 0,
 1000, 3.00, 0.00,3, 0.00, 154.00, 22.00, 12, 11,
