n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 0.00,5, 0.00, 499.00, 0.00, 0, 0,
 600, 5.00, 1.00,5, 0.00, 495.00, 8.00, 7, 5,
 900, 6.00, 0.00,5, 1.00, 494.00, 10.00, 13, 8,
 200, 6.00, 0.00,6, 0.00, 495.00, 3.00, 2, 2,
 700, 8.00, 0.00,5, 1.00, 499.00, 9.00, 10, 6,
 50, 5.00, 1.00,5, 0.00, 499.00, 0.00, 0, 0,
 300, 6.00, 0.00,6, 0.00, 500.00, 3.00, 3, 2,
 400, 6.00, 0.00,5, 1.00, 494.00, 4.00, 4, 2,
 500, 6.00, 0.00,5, 1.00, 493.00, 6.00, 6, 4,
 800, 6.00, 0.00,6, 0.00, 498.00, 9.00, 11, 7,
 100, 6.00, 0.00,5, 1.00, 495.00, 2.00, 0, 0,
 1000, 5.00, 0.00,6, 1.00, 495.00, 11.00, 13, 8,
