n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 0.00,2, 0.00, 162.00, 0.00, 0, 0,
 600, 3.00, 0.00,2, 0.00, 151.00, 13.00, 7, 7,
 900, 6.00, 1.00,4, 1.00, 158.00, 21.00, 12, 11,
 200, 3.00, 0.00,2, 1.00, 152.00, 6.00, 2, 2,
 700, 3.00, 0.00,2, 0.00, 152.00, 14.00, 9, 9,
 50, 2.00, 0.00,3, 0.00, 151.00, 1.00, 0, 0,
 300, 7.00, 0.00,5, 0.00, 153.00, 7.00, 3, 3,
 400, 6.00, 1.00,5, 0.00, 151.00, 8.00, 3, 3,
 500, 6.00, 0.00,4, 1.00, 159.00, 12.00, 5, 5,
 800, 7.00, 1.00,4, 0.00, 164.00, 15.00, 9, 9,
 100, 6.00, 0.00,5, 1.00, 155.00, 2.00, 0, 0,
 1000, 4.00, 0.00,2, 0.00, 155.00, 21.00, 12, 11,
