n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 1.00, 251.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 1.00, 251.00, 6.00, 5, 3,
 900, 5.00, 0.00,3, 0.00, 252.00, 11.00, 7, 5,
 200, 5.00, 0.00,4, 1.00, 254.00, 2.00, 2, 0,
 700, 4.00, 0.00,4, 0.00, 250.00, 8.00, 5, 3,
 50, 3.00, 0.00,3, 0.00, 261.00, 0.00, 0, 0,
 300, 9.00, 0.00,8, 1.00, 253.00, 3.00, 3, 1,
 400, 4.00, 0.00,3, 0.00, 251.00, 4.00, 3, 1,
 500, 4.00, 0.00,3, 0.00, 254.00, 5.00, 4, 2,
 800, 5.00, 0.00,4, 0.00, 257.00, 8.00, 5, 3,
 100, 4.00, 0.00,4, 0.00, 251.00, 1.00, 0, 0,
 1000, 4.00, 0.00,4, 0.00, 252.00, 12.00, 7, 5,
