k,ach,cluster,projection,duality,aabbBuild,aabbBuildCount,init(kCBP),CD(kCBP),init(GJK),CD(GJK),kcbpModelCheckCount,count(Box),count(kCBP),count(GJK),count(real),
24, 129.00, 4.00,99, 10.00, 6479.00, 88, 3.00, 7.00, 4.00, 4.00, 88, 168, 81, 81, 62,
10, 128.00, 1.00,47, 4.00, 6498.00, 88, 1.00, 5.00, 1.00, 4.00, 88, 168, 92, 92, 62,
26, 128.00, 5.00,108, 12.00, 6534.00, 88, 4.00, 8.00, 5.00, 4.00, 88, 168, 77, 77, 62,
12, 127.00, 3.00,54, 4.00, 6499.00, 88, 2.00, 5.00, 2.00, 4.00, 88, 168, 87, 87, 62,
20, 127.00, 5.00,85, 9.00, 6484.00, 88, 3.00, 7.00, 3.00, 4.00, 88, 168, 80, 80, 62,
14, 135.00, 3.00,63, 6.00, 6575.00, 88, 2.00, 5.00, 2.00, 4.00, 88, 168, 85, 85, 62,
22, 128.00, 4.00,93, 10.00, 6493.00, 88, 3.00, 7.00, 3.00, 4.00, 88, 168, 81, 81, 62,
16, 129.00, 4.00,70, 6.00, 6506.00, 88, 2.00, 6.00, 3.00, 4.00, 88, 168, 84, 84, 62,
46, 128.00, 6.00,189, 26.00, 6689.00, 88, 9.00, 10.00, 8.00, 5.00, 88, 168, 75, 75, 62,
18, 126.00, 3.00,77, 8.00, 6490.00, 88, 3.00, 6.00, 3.00, 4.00, 88, 168, 80, 80, 62,
44, 136.00, 5.00,183, 24.00, 6779.00, 88, 8.00, 12.00, 8.00, 5.00, 88, 168, 75, 75, 62,
30, 130.00, 5.00,123, 15.00, 6500.00, 88, 5.00, 8.00, 5.00, 5.00, 88, 168, 75, 75, 62,
28, 126.00, 6.00,117, 13.00, 6515.00, 88, 5.00, 8.00, 5.00, 4.00, 88, 168, 77, 77, 62,
36, 128.00, 6.00,143, 18.00, 6473.00, 88, 6.00, 9.00, 6.00, 4.00, 88, 168, 77, 77, 62,
40, 126.00, 6.00,156, 20.00, 6469.00, 88, 7.00, 10.00, 7.00, 5.00, 88, 168, 76, 76, 62,
34, 126.00, 5.00,138, 16.00, 6587.00, 88, 6.00, 9.00, 6.00, 5.00, 88, 168, 77, 77, 62,
38, 128.00, 5.00,154, 19.00, 6549.00, 88, 6.00, 9.00, 6.00, 5.00, 88, 168, 77, 77, 62,
6, 129.00, 0.00,32, 2.00, 6458.00, 88, 0.00, 4.00, 1.00, 3.00, 88, 168, 114, 114, 62,
8, 126.00, 2.00,39, 3.00, 6504.00, 88, 1.00, 4.00, 1.00, 3.00, 88, 168, 94, 94, 62,
32, 127.00, 5.00,131, 15.00, 6521.00, 88, 5.00, 9.00, 6.00, 5.00, 88, 168, 78, 78, 62,
42, 126.00, 5.00,168, 22.00, 6603.00, 88, 7.00, 10.00, 7.00, 6.00, 88, 168, 75, 75, 62,
