moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,30.0, 900.00, 0.00, 0, 0
 600,31.0, 869.00, 709.00, 5, 4
 900,30.0, 867.00, 408.00, 4, 3
 200,33.0, 867.00, 433.00, 1, 1
 700,31.0, 865.00, 703.00, 4, 3
 50,31.0, 874.00, 0.00, 0, 0
 300,31.0, 874.00, 0.00, 0, 0
 400,31.0, 876.00, 170.00, 3, 2
 500,31.0, 866.00, 826.00, 5, 5
 800,31.0, 865.00, 1009.00, 5, 4
 100,31.0, 874.00, 174.00, 2, 2
 1000,31.0, 866.00, 1690.00, 10, 8
