k,ach,cluster,projection,duality,aabbBuild,aabbBuildCount,init(kCBP),CD(kCBP),init(GJK),CD(GJK),kcbpModelCheckCount,count(Box),count(kCBP),count(GJK),count(real),
24, 161.00, 5.00,157, 7.00, 12118.00, 48, 2.00, 2.00, 1.00, 1.00, 48, 43, 28, 28, 16,
10, 161.00, 2.00,73, 2.00, 12135.00, 48, 0.00, 2.00, 0.00, 1.00, 48, 43, 32, 32, 16,
26, 163.00, 4.00,169, 8.00, 12102.00, 48, 2.00, 2.00, 1.00, 1.00, 48, 43, 26, 26, 16,
12, 176.00, 2.00,84, 2.00, 12138.00, 48, 0.00, 2.00, 0.00, 1.00, 48, 43, 29, 29, 16,
20, 162.00, 2.00,134, 5.00, 12165.00, 48, 1.00, 2.00, 1.00, 1.00, 48, 43, 28, 28, 16,
14, 161.00, 2.00,96, 4.00, 12120.00, 48, 1.00, 2.00, 0.00, 1.00, 48, 43, 31, 31, 16,
22, 161.00, 5.00,147, 6.00, 12178.00, 48, 2.00, 2.00, 1.00, 1.00, 48, 43, 28, 28, 16,
16, 163.00, 2.00,110, 5.00, 12151.00, 48, 1.00, 1.00, 0.00, 1.00, 48, 43, 29, 29, 16,
46, 173.00, 4.00,293, 15.00, 12071.00, 48, 5.00, 2.00, 3.00, 1.00, 48, 43, 24, 24, 16,
18, 162.00, 4.00,122, 5.00, 12185.00, 48, 2.00, 1.00, 1.00, 1.00, 48, 43, 24, 24, 16,
44, 161.00, 5.00,296, 14.00, 12086.00, 48, 5.00, 2.00, 3.00, 1.00, 48, 43, 24, 24, 16,
30, 161.00, 4.00,195, 9.00, 12134.00, 48, 2.00, 2.00, 1.00, 1.00, 48, 43, 24, 24, 16,
28, 162.00, 3.00,182, 9.00, 12096.00, 48, 2.00, 2.00, 1.00, 1.00, 48, 43, 24, 24, 16,
36, 162.00, 4.00,237, 14.00, 12169.00, 48, 3.00, 2.00, 2.00, 1.00, 48, 43, 25, 25, 16,
40, 162.00, 5.00,248, 12.00, 12129.00, 48, 4.00, 2.00, 2.00, 2.00, 48, 43, 24, 24, 16,
34, 161.00, 5.00,220, 11.00, 12133.00, 48, 4.00, 2.00, 2.00, 1.00, 48, 43, 25, 25, 16,
38, 160.00, 6.00,244, 13.00, 12081.00, 48, 4.00, 2.00, 2.00, 1.00, 48, 43, 24, 24, 16,
6, 163.00, 0.00,47, 2.00, 12112.00, 48, 0.00, 1.00, 0.00, 0.00, 48, 43, 41, 41, 16,
8, 161.00, 2.00,59, 2.00, 12122.00, 48, 0.00, 2.00, 0.00, 1.00, 48, 43, 33, 33, 16,
32, 163.00, 4.00,208, 10.00, 12134.00, 48, 3.00, 2.00, 2.00, 1.00, 48, 43, 24, 24, 16,
42, 161.00, 5.00,268, 13.00, 12110.00, 48, 4.00, 2.00, 2.00, 1.00, 48, 43, 23, 23, 16,
