n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 7.00, 2.00,2, 4.00, 102.00, 1.00, 3, 2,
 600, 7.00, 2.00,2, 4.00, 101.00, 69.00, 178, 139,
 900, 13.00, 3.00,4, 7.00, 101.00, 60.00, 191, 161,
 200, 6.00, 1.00,2, 2.00, 100.00, 16.00, 49, 40,
 700, 11.00, 2.00,3, 3.00, 102.00, 65.00, 179, 139,
 50, 11.00, 2.00,2, 2.00, 102.00, 3.00, 8, 5,
 300, 7.00, 2.00,2, 4.00, 103.00, 20.00, 66, 55,
 400, 13.00, 3.00,4, 6.00, 103.00, 32.00, 105, 82,
 500, 13.00, 3.00,4, 4.00, 106.00, 36.00, 133, 104,
 800, 13.00, 3.00,5, 5.00, 101.00, 50.00, 157, 122,
 100, 13.00, 3.00,5, 6.00, 106.00, 9.00, 26, 21,
 1000, 10.00, 1.00,2, 4.00, 101.00, 74.00, 250, 209,
