n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,2, 2.00, 105.00, 1.00, 3, 2,
 600, 6.00, 1.00,3, 4.00, 102.00, 68.00, 178, 139,
 900, 16.00, 3.00,4, 6.00, 104.00, 60.00, 191, 161,
 200, 6.00, 1.00,2, 3.00, 101.00, 15.00, 49, 40,
 700, 13.00, 3.00,4, 6.00, 102.00, 67.00, 179, 139,
 50, 7.00, 1.00,2, 2.00, 102.00, 2.00, 8, 5,
 300, 8.00, 2.00,2, 3.00, 102.00, 21.00, 66, 55,
 400, 6.00, 1.00,2, 3.00, 100.00, 32.00, 105, 82,
 500, 14.00, 2.00,5, 6.00, 104.00, 35.00, 133, 104,
 800, 6.00, 1.00,2, 3.00, 101.00, 49.00, 157, 122,
 100, 15.00, 3.00,4, 6.00, 105.00, 9.00, 26, 21,
 1000, 5.00, 1.00,2, 3.00, 103.00, 75.00, 250, 209,
