n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 1.00,6, 3.00, 209.00, 5.00, 4, 3,
 600, 22.00, 2.00,9, 3.00, 209.00, 183.00, 164, 158,
 900, 21.00, 2.00,6, 3.00, 206.00, 210.00, 180, 173,
 200, 10.00, 1.00,7, 2.00, 207.00, 52.00, 39, 39,
 700, 18.00, 2.00,11, 3.00, 206.00, 182.00, 162, 158,
 50, 10.00, 1.00,6, 2.00, 207.00, 6.00, 7, 7,
 300, 13.00, 1.00,7, 3.00, 208.00, 71.00, 55, 52,
 400, 12.00, 1.00,7, 3.00, 207.00, 94.00, 76, 70,
 500, 21.00, 3.00,11, 3.00, 206.00, 130.00, 109, 104,
 800, 13.00, 1.00,8, 4.00, 207.00, 172.00, 143, 132,
 100, 22.00, 2.00,12, 2.00, 206.00, 31.00, 27, 23,
 1000, 9.00, 1.00,6, 3.00, 207.00, 269.00, 239, 227,
