n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 11.00, 2.00,7, 4.00, 209.00, 5.00, 4, 3,
 600, 9.00, 1.00,6, 3.00, 208.00, 180.00, 164, 158,
 900, 16.00, 1.00,6, 3.00, 213.00, 210.00, 180, 173,
 200, 9.00, 1.00,6, 3.00, 207.00, 53.00, 39, 39,
 700, 12.00, 1.00,7, 4.00, 209.00, 184.00, 162, 158,
 50, 10.00, 1.00,6, 2.00, 209.00, 6.00, 7, 7,
 300, 9.00, 1.00,6, 3.00, 210.00, 72.00, 55, 52,
 400, 11.00, 1.00,6, 2.00, 221.00, 96.00, 76, 70,
 500, 9.00, 1.00,6, 3.00, 207.00, 132.00, 109, 104,
 800, 12.00, 1.00,7, 3.00, 206.00, 170.00, 143, 132,
 100, 22.00, 2.00,14, 6.00, 209.00, 32.00, 27, 23,
 1000, 19.00, 2.00,8, 3.00, 210.00, 265.00, 239, 227,
