moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,25.0, 209.00, 5.00, 4, 3
 600,19.0, 206.00, 182.00, 164, 158
 900,19.0, 207.00, 211.00, 180, 173
 200,25.0, 207.00, 53.00, 39, 39
 700,37.0, 208.00, 182.00, 162, 158
 50,30.0, 207.00, 7.00, 7, 7
 300,26.0, 209.00, 75.00, 55, 52
 400,23.0, 206.00, 94.00, 76, 70
 500,34.0, 208.00, 129.00, 109, 104
 800,22.0, 208.00, 173.00, 143, 132
 100,19.0, 206.00, 31.00, 27, 23
 1000,38.0, 212.00, 267.00, 239, 227
