moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,15.0, 100.00, 1.00, 3, 2
 600,11.0, 102.00, 68.00, 178, 139
 900,19.0, 104.00, 59.00, 191, 161
 200,16.0, 105.00, 16.00, 49, 40
 700,18.0, 101.00, 65.00, 179, 139
 50,22.0, 100.00, 3.00, 8, 5
 300,22.0, 100.00, 20.00, 66, 55
 400,19.0, 99.00, 31.00, 105, 82
 500,14.0, 109.00, 35.00, 133, 104
 800,11.0, 100.00, 50.00, 157, 122
 100,16.0, 103.00, 8.00, 26, 21
 1000,11.0, 100.00, 76.00, 250, 209
