n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,24, 3.00, 1741.00, 8.00, 2, 2,
 600, 17.00, 1.00,23, 2.00, 1720.00, 1735.00, 119, 103,
 900, 17.00, 1.00,24, 3.00, 1722.00, 2556.00, 139, 122,
 200, 17.00, 1.00,23, 2.00, 1701.00, 544.00, 30, 27,
 700, 16.00, 1.00,24, 2.00, 1714.00, 1577.00, 111, 92,
 50, 17.00, 1.00,25, 3.00, 1705.00, 23.00, 4, 3,
 300, 16.00, 1.00,24, 3.00, 1700.00, 413.00, 34, 29,
 400, 17.00, 1.00,23, 3.00, 1740.00, 852.00, 52, 42,
 500, 17.00, 1.00,24, 3.00, 1734.00, 1290.00, 77, 61,
 800, 16.00, 1.00,24, 3.00, 1699.00, 1743.00, 101, 80,
 100, 17.00, 1.00,26, 3.00, 1705.00, 185.00, 17, 15,
 1000, 17.00, 1.00,24, 2.00, 1697.00, 3809.00, 167, 141,
