n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,30, 3.00, 2235.00, 0.00, 0, 0,
 600, 19.00, 1.00,30, 3.00, 2250.00, 37.00, 31, 13,
 900, 18.00, 1.00,30, 3.00, 2243.00, 61.00, 39, 20,
 200, 18.00, 0.00,31, 3.00, 2268.00, 8.00, 10, 6,
 700, 18.00, 1.00,32, 3.00, 2228.00, 22.00, 22, 15,
 50, 19.00, 0.00,30, 3.00, 2274.00, 0.00, 0, 0,
 300, 18.00, 1.00,30, 3.00, 2277.00, 10.00, 11, 6,
 400, 18.00, 1.00,30, 3.00, 2364.00, 14.00, 15, 5,
 500, 18.00, 1.00,31, 3.00, 2273.00, 9.00, 18, 10,
 800, 19.00, 0.00,30, 3.00, 2250.00, 13.00, 17, 10,
 100, 18.00, 1.00,30, 3.00, 2293.00, 10.00, 9, 3,
 1000, 18.00, 1.00,30, 3.00, 2222.00, 36.00, 43, 20,
