n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 12.00, 3.00,2, 2.00, 101.00, 1.00, 3, 2,
 600, 6.00, 2.00,2, 3.00, 106.00, 74.00, 178, 139,
 900, 7.00, 1.00,2, 3.00, 102.00, 59.00, 191, 161,
 200, 13.00, 3.00,4, 6.00, 102.00, 16.00, 49, 40,
 700, 8.00, 1.00,3, 3.00, 105.00, 64.00, 179, 139,
 50, 9.00, 1.00,2, 3.00, 102.00, 3.00, 8, 5,
 300, 13.00, 3.00,5, 5.00, 103.00, 20.00, 66, 55,
 400, 13.00, 1.00,2, 3.00, 103.00, 31.00, 105, 82,
 500, 13.00, 3.00,4, 7.00, 103.00, 35.00, 133, 104,
 800, 13.00, 3.00,3, 3.00, 106.00, 49.00, 157, 122,
 100, 6.00, 1.00,2, 4.00, 104.00, 8.00, 26, 21,
 1000, 6.00, 1.00,2, 3.00, 102.00, 78.00, 250, 209,
