n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,24, 2.00, 1714.00, 8.00, 2, 2,
 600, 17.00, 1.00,23, 3.00, 1706.00, 1724.00, 119, 103,
 900, 17.00, 1.00,23, 3.00, 1719.00, 2588.00, 139, 122,
 200, 17.00, 1.00,24, 3.00, 1722.00, 559.00, 30, 27,
 700, 17.00, 1.00,24, 2.00, 1706.00, 1558.00, 111, 92,
 50, 16.00, 1.00,24, 3.00, 1751.00, 23.00, 4, 3,
 300, 17.00, 1.00,24, 2.00, 1723.00, 410.00, 34, 29,
 400, 21.00, 1.00,28, 2.00, 1709.00, 845.00, 52, 42,
 500, 18.00, 1.00,24, 3.00, 1705.00, 1281.00, 77, 61,
 800, 17.00, 1.00,24, 2.00, 1716.00, 1805.00, 101, 80,
 100, 16.00, 1.00,24, 3.00, 1762.00, 193.00, 17, 15,
 1000, 19.00, 1.00,24, 3.00, 1785.00, 3935.00, 167, 141,
