n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 22.00, 2.00,9, 2.00, 209.00, 4.00, 4, 3,
 600, 10.00, 1.00,7, 3.00, 205.00, 111.00, 163, 157,
 900, 9.00, 1.00,6, 3.00, 208.00, 102.00, 178, 173,
 200, 12.00, 2.00,8, 3.00, 205.00, 26.00, 39, 39,
 700, 9.00, 1.00,6, 3.00, 206.00, 94.00, 159, 157,
 50, 12.00, 1.00,7, 3.00, 206.00, 3.00, 7, 7,
 300, 9.00, 1.00,6, 3.00, 207.00, 36.00, 54, 52,
 400, 12.00, 1.00,8, 4.00, 205.00, 45.00, 76, 70,
 500, 10.00, 1.00,6, 2.00, 205.00, 80.00, 109, 104,
 800, 21.00, 2.00,9, 2.00, 217.00, 75.00, 140, 132,
 100, 11.00, 1.00,6, 4.00, 204.00, 21.00, 27, 23,
 1000, 13.00, 1.00,6, 3.00, 204.00, 150.00, 238, 227,
