n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,30, 4.00, 2236.00, 3.00, 0, 0,
 600, 18.00, 0.00,31, 2.00, 2229.00, 143.00, 32, 13,
 900, 18.00, 0.00,30, 3.00, 2252.00, 180.00, 42, 20,
 200, 18.00, 1.00,31, 3.00, 2258.00, 36.00, 10, 6,
 700, 19.00, 1.00,30, 3.00, 2228.00, 138.00, 23, 15,
 50, 18.00, 0.00,31, 3.00, 2254.00, 5.00, 0, 0,
 300, 18.00, 0.00,30, 3.00, 2235.00, 56.00, 11, 6,
 400, 19.00, 0.00,30, 3.00, 2246.00, 72.00, 15, 5,
 500, 18.00, 1.00,30, 3.00, 2230.00, 89.00, 18, 10,
 800, 18.00, 0.00,31, 2.00, 2233.00, 96.00, 17, 10,
 100, 19.00, 0.00,31, 3.00, 2252.00, 23.00, 9, 3,
 1000, 18.00, 0.00,30, 3.00, 2231.00, 188.00, 43, 20,
