n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,23, 2.00, 1756.00, 6.00, 2, 2,
 600, 17.00, 1.00,23, 3.00, 1709.00, 1675.00, 119, 103,
 900, 17.00, 1.00,23, 3.00, 1709.00, 2425.00, 139, 122,
 200, 18.00, 1.00,23, 2.00, 1752.00, 513.00, 30, 27,
 700, 20.00, 1.00,24, 4.00, 1710.00, 1452.00, 111, 92,
 50, 17.00, 1.00,24, 3.00, 1737.00, 17.00, 4, 3,
 300, 19.00, 1.00,25, 3.00, 1710.00, 361.00, 34, 29,
 400, 17.00, 1.00,24, 3.00, 1721.00, 769.00, 52, 42,
 500, 17.00, 1.00,24, 3.00, 1742.00, 1127.00, 76, 61,
 800, 17.00, 1.00,24, 3.00, 1723.00, 1619.00, 101, 80,
 100, 18.00, 1.00,24, 3.00, 1727.00, 170.00, 17, 15,
 1000, 17.00, 1.00,23, 3.00, 1705.00, 3615.00, 166, 141,
