n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 8.00, 1.00,2, 4.00, 100.00, 1.00, 3, 2,
 600, 5.00, 1.00,2, 3.00, 102.00, 68.00, 178, 139,
 900, 12.00, 1.00,3, 3.00, 104.00, 59.00, 191, 161,
 200, 5.00, 2.00,4, 5.00, 105.00, 16.00, 49, 40,
 700, 12.00, 1.00,2, 3.00, 101.00, 65.00, 179, 139,
 50, 13.00, 2.00,4, 3.00, 100.00, 3.00, 8, 5,
 300, 13.00, 2.00,4, 3.00, 100.00, 20.00, 66, 55,
 400, 13.00, 2.00,2, 2.00, 99.00, 31.00, 105, 82,
 500, 7.00, 1.00,3, 3.00, 109.00, 35.00, 133, 104,
 800, 5.00, 1.00,2, 3.00, 100.00, 50.00, 157, 122,
 100, 8.00, 2.00,3, 3.00, 103.00, 8.00, 26, 21,
 1000, 5.00, 1.00,2, 3.00, 100.00, 76.00, 250, 209,
