n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,24, 3.00, 1726.00, 8.00, 2, 2,
 600, 17.00, 1.00,25, 3.00, 1753.00, 1749.00, 119, 103,
 900, 17.00, 1.00,23, 2.00, 1724.00, 2557.00, 139, 122,
 200, 17.00, 1.00,24, 2.00, 1717.00, 545.00, 30, 27,
 700, 19.00, 1.00,23, 3.00, 1723.00, 1568.00, 111, 92,
 50, 17.00, 1.00,23, 3.00, 1730.00, 23.00, 4, 3,
 300, 18.00, 1.00,25, 3.00, 1738.00, 415.00, 34, 29,
 400, 17.00, 1.00,24, 3.00, 1723.00, 858.00, 52, 42,
 500, 17.00, 1.00,23, 3.00, 1709.00, 1300.00, 77, 61,
 800, 17.00, 1.00,23, 3.00, 1714.00, 1774.00, 101, 80,
 100, 17.00, 1.00,24, 3.00, 1724.00, 184.00, 17, 15,
 1000, 17.00, 1.00,24, 2.00, 1714.00, 3795.00, 167, 141,
