moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,24.0, 209.00, 5.00, 4, 3
 600,19.0, 208.00, 180.00, 164, 158
 900,26.0, 213.00, 210.00, 180, 173
 200,19.0, 207.00, 53.00, 39, 39
 700,24.0, 209.00, 184.00, 162, 158
 50,19.0, 209.00, 6.00, 7, 7
 300,19.0, 210.00, 72.00, 55, 52
 400,20.0, 221.00, 96.00, 76, 70
 500,19.0, 207.00, 132.00, 109, 104
 800,23.0, 206.00, 170.00, 143, 132
 100,44.0, 209.00, 32.00, 27, 23
 1000,32.0, 210.00, 265.00, 239, 227
