n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 0.00,31, 3.00, 2246.00, 0.00, 0, 0,
 600, 19.00, 1.00,30, 3.00, 2243.00, 37.00, 31, 13,
 900, 18.00, 1.00,30, 3.00, 2230.00, 60.00, 39, 20,
 200, 18.00, 1.00,30, 3.00, 2241.00, 7.00, 10, 6,
 700, 18.00, 1.00,30, 3.00, 2232.00, 22.00, 22, 15,
 50, 18.00, 0.00,31, 3.00, 2224.00, 0.00, 0, 0,
 300, 18.00, 0.00,31, 3.00, 2245.00, 9.00, 11, 6,
 400, 19.00, 0.00,31, 3.00, 2270.00, 13.00, 15, 5,
 500, 19.00, 0.00,30, 3.00, 2240.00, 9.00, 18, 10,
 800, 18.00, 1.00,30, 3.00, 2241.00, 13.00, 17, 10,
 100, 19.00, 0.00,31, 3.00, 2250.00, 9.00, 9, 3,
 1000, 17.00, 1.00,30, 3.00, 2262.00, 35.00, 43, 20,
