n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,23, 3.00, 1708.00, 5.00, 2, 2,
 600, 17.00, 1.00,23, 3.00, 1734.00, 1625.00, 119, 103,
 900, 17.00, 1.00,23, 3.00, 1707.00, 2399.00, 139, 122,
 200, 18.00, 1.00,24, 2.00, 1702.00, 511.00, 30, 27,
 700, 17.00, 1.00,24, 3.00, 1709.00, 1422.00, 111, 92,
 50, 17.00, 1.00,24, 3.00, 1718.00, 17.00, 4, 3,
 300, 17.00, 1.00,24, 3.00, 1712.00, 352.00, 34, 29,
 400, 18.00, 1.00,24, 3.00, 1722.00, 807.00, 52, 42,
 500, 17.00, 1.00,24, 3.00, 1703.00, 1126.00, 76, 61,
 800, 17.00, 1.00,24, 3.00, 1712.00, 1662.00, 101, 80,
 100, 17.00, 1.00,24, 3.00, 1712.00, 169.00, 17, 15,
 1000, 16.00, 1.00,24, 3.00, 1710.00, 3612.00, 166, 141,
