n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,24, 3.00, 1699.00, 7.00, 2, 2,
 600, 17.00, 1.00,24, 3.00, 1713.00, 1630.00, 119, 103,
 900, 17.00, 1.00,24, 3.00, 1799.00, 2523.00, 139, 122,
 200, 17.00, 1.00,24, 3.00, 1740.00, 518.00, 30, 27,
 700, 17.00, 1.00,24, 3.00, 1739.00, 1489.00, 111, 92,
 50, 17.00, 1.00,24, 3.00, 1711.00, 16.00, 4, 3,
 300, 16.00, 1.00,24, 3.00, 1740.00, 356.00, 34, 29,
 400, 17.00, 1.00,24, 2.00, 1755.00, 790.00, 52, 42,
 500, 17.00, 1.00,24, 2.00, 1717.00, 1132.00, 76, 61,
 800, 19.00, 1.00,32, 4.00, 1928.00, 1713.00, 101, 80,
 100, 17.00, 1.00,24, 3.00, 1735.00, 167.00, 17, 15,
 1000, 17.00, 1.00,24, 3.00, 1846.00, 3769.00, 166, 141,
