n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 3.00,4, 7.00, 99.00, 1.00, 3, 2,
 600, 6.00, 1.00,2, 2.00, 101.00, 69.00, 178, 139,
 900, 7.00, 2.00,2, 3.00, 103.00, 60.00, 191, 161,
 200, 7.00, 1.00,2, 4.00, 101.00, 16.00, 49, 40,
 700, 5.00, 2.00,1, 3.00, 100.00, 69.00, 179, 139,
 50, 7.00, 3.00,4, 6.00, 104.00, 2.00, 8, 5,
 300, 5.00, 1.00,2, 3.00, 100.00, 20.00, 66, 55,
 400, 13.00, 3.00,4, 6.00, 103.00, 32.00, 105, 82,
 500, 6.00, 1.00,2, 2.00, 103.00, 36.00, 133, 104,
 800, 6.00, 1.00,2, 3.00, 101.00, 50.00, 157, 122,
 100, 6.00, 1.00,2, 3.00, 100.00, 8.00, 26, 21,
 1000, 6.00, 2.00,2, 3.00, 101.00, 75.00, 250, 209,
