n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 1.00,6, 3.00, 208.00, 4.00, 4, 3,
 600, 10.00, 1.00,6, 3.00, 208.00, 109.00, 163, 157,
 900, 9.00, 1.00,6, 3.00, 204.00, 132.00, 178, 173,
 200, 10.00, 1.00,6, 2.00, 206.00, 26.00, 39, 39,
 700, 22.00, 3.00,7, 3.00, 206.00, 92.00, 159, 157,
 50, 16.00, 1.00,6, 3.00, 207.00, 3.00, 7, 7,
 300, 10.00, 1.00,7, 3.00, 209.00, 36.00, 54, 52,
 400, 15.00, 1.00,6, 3.00, 204.00, 46.00, 76, 70,
 500, 19.00, 1.00,6, 3.00, 204.00, 66.00, 109, 104,
 800, 9.00, 1.00,6, 2.00, 205.00, 80.00, 140, 132,
 100, 21.00, 3.00,9, 3.00, 204.00, 21.00, 27, 23,
 1000, 11.00, 1.00,6, 2.00, 204.00, 151.00, 238, 227,
