moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,54.0, 2271.00, 3.00, 0, 0
 600,52.0, 2309.00, 147.00, 32, 13
 900,51.0, 2244.00, 185.00, 42, 20
 200,53.0, 2214.00, 34.00, 10, 6
 700,58.0, 2228.00, 146.00, 23, 15
 50,53.0, 2241.00, 4.00, 0, 0
 300,52.0, 2219.00, 56.00, 11, 6
 400,51.0, 2239.00, 72.00, 15, 5
 500,55.0, 2276.00, 89.00, 18, 10
 800,51.0, 2225.00, 98.00, 17, 10
 100,52.0, 2222.00, 23.00, 9, 3
 1000,51.0, 2261.00, 193.00, 43, 20
