n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 1.00,6, 2.00, 208.00, 4.00, 4, 3,
 600, 19.00, 2.00,13, 3.00, 207.00, 109.00, 163, 157,
 900, 10.00, 1.00,6, 3.00, 207.00, 102.00, 178, 173,
 200, 9.00, 1.00,6, 2.00, 205.00, 26.00, 39, 39,
 700, 9.00, 1.00,6, 3.00, 205.00, 95.00, 159, 157,
 50, 9.00, 1.00,6, 3.00, 206.00, 3.00, 7, 7,
 300, 22.00, 3.00,8, 3.00, 204.00, 36.00, 54, 52,
 400, 18.00, 2.00,8, 3.00, 206.00, 45.00, 76, 70,
 500, 9.00, 1.00,6, 2.00, 204.00, 66.00, 109, 104,
 800, 22.00, 2.00,14, 7.00, 204.00, 77.00, 140, 132,
 100, 12.00, 1.00,8, 3.00, 205.00, 21.00, 27, 23,
 1000, 9.00, 1.00,6, 3.00, 206.00, 147.00, 238, 227,
