n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 1.00,2, 3.00, 105.00, 4.00, 3, 2,
 600, 6.00, 1.00,2, 3.00, 102.00, 185.00, 178, 139,
 900, 9.00, 1.00,3, 3.00, 104.00, 235.00, 191, 161,
 200, 8.00, 1.00,2, 4.00, 103.00, 58.00, 49, 40,
 700, 7.00, 1.00,2, 3.00, 103.00, 205.00, 179, 139,
 50, 5.00, 2.00,1, 3.00, 103.00, 10.00, 8, 5,
 300, 7.00, 1.00,3, 3.00, 102.00, 81.00, 66, 55,
 400, 5.00, 1.00,2, 3.00, 104.00, 103.00, 105, 82,
 500, 11.00, 3.00,3, 5.00, 115.00, 140.00, 133, 104,
 800, 12.00, 2.00,4, 4.00, 103.00, 203.00, 157, 122,
 100, 6.00, 1.00,2, 3.00, 103.00, 29.00, 26, 21,
 1000, 13.00, 3.00,4, 7.00, 106.00, 256.00, 250, 209,
