n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 1.00,23, 3.00, 1796.00, 8.00, 2, 2,
 600, 17.00, 1.00,23, 3.00, 1711.00, 1746.00, 119, 103,
 900, 17.00, 1.00,23, 3.00, 1704.00, 2629.00, 139, 122,
 200, 16.00, 2.00,23, 3.00, 1755.00, 576.00, 30, 27,
 700, 16.00, 1.00,24, 3.00, 1776.00, 1666.00, 111, 92,
 50, 16.00, 1.00,24, 3.00, 1753.00, 23.00, 4, 3,
 300, 17.00, 1.00,24, 3.00, 1772.00, 429.00, 34, 29,
 400, 17.00, 1.00,24, 3.00, 1852.00, 843.00, 52, 42,
 500, 17.00, 1.00,23, 3.00, 1706.00, 1276.00, 77, 61,
 800, 18.00, 1.00,26, 3.00, 1958.00, 1780.00, 101, 80,
 100, 17.00, 1.00,25, 3.00, 1822.00, 190.00, 17, 15,
 1000, 17.00, 1.00,25, 2.00, 1714.00, 3787.00, 167, 141,
