moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,20.0, 208.00, 4.00, 4, 3
 600,20.0, 208.00, 109.00, 163, 157
 900,19.0, 204.00, 132.00, 178, 173
 200,19.0, 206.00, 26.00, 39, 39
 700,35.0, 206.00, 92.00, 159, 157
 50,26.0, 207.00, 3.00, 7, 7
 300,21.0, 209.00, 36.00, 54, 52
 400,25.0, 204.00, 46.00, 76, 70
 500,29.0, 204.00, 66.00, 109, 104
 800,18.0, 205.00, 80.00, 140, 132
 100,36.0, 204.00, 21.00, 27, 23
 1000,20.0, 204.00, 151.00, 238, 227
