n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 12.00, 2.00,7, 4.00, 209.00, 5.00, 4, 3,
 600, 9.00, 1.00,6, 3.00, 206.00, 182.00, 164, 158,
 900, 9.00, 1.00,7, 2.00, 207.00, 211.00, 180, 173,
 200, 15.00, 1.00,6, 3.00, 207.00, 53.00, 39, 39,
 700, 21.00, 3.00,10, 3.00, 208.00, 182.00, 162, 158,
 50, 17.00, 2.00,7, 4.00, 207.00, 7.00, 7, 7,
 300, 15.00, 1.00,7, 3.00, 209.00, 75.00, 55, 52,
 400, 13.00, 1.00,6, 3.00, 206.00, 94.00, 76, 70,
 500, 22.00, 1.00,7, 4.00, 208.00, 129.00, 109, 104,
 800, 11.00, 1.00,7, 3.00, 208.00, 173.00, 143, 132,
 100, 9.00, 1.00,6, 3.00, 206.00, 31.00, 27, 23,
 1000, 22.00, 2.00,10, 4.00, 212.00, 267.00, 239, 227,
