n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,32, 3.00, 2271.00, 3.00, 0, 0,
 600, 18.00, 0.00,31, 3.00, 2309.00, 147.00, 32, 13,
 900, 18.00, 1.00,30, 2.00, 2244.00, 185.00, 42, 20,
 200, 19.00, 0.00,31, 3.00, 2214.00, 34.00, 10, 6,
 700, 23.00, 1.00,31, 3.00, 2228.00, 146.00, 23, 15,
 50, 19.00, 0.00,31, 3.00, 2241.00, 4.00, 0, 0,
 300, 18.00, 1.00,30, 3.00, 2219.00, 56.00, 11, 6,
 400, 18.00, 0.00,30, 3.00, 2239.00, 72.00, 15, 5,
 500, 18.00, 1.00,33, 3.00, 2276.00, 89.00, 18, 10,
 800, 18.00, 0.00,31, 2.00, 2225.00, 98.00, 17, 10,
 100, 18.00, 1.00,30, 3.00, 2222.00, 23.00, 9, 3,
 1000, 18.00, 0.00,31, 2.00, 2261.00, 193.00, 43, 20,
