moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,23.0, 208.00, 4.00, 4, 3
 600,36.0, 205.00, 112.00, 163, 157
 900,20.0, 204.00, 101.00, 178, 173
 200,25.0, 206.00, 26.00, 39, 39
 700,19.0, 205.00, 95.00, 159, 157
 50,19.0, 207.00, 4.00, 7, 7
 300,18.0, 204.00, 35.00, 54, 52
 400,19.0, 226.00, 46.00, 76, 70
 500,37.0, 206.00, 66.00, 109, 104
 800,19.0, 205.00, 74.00, 140, 132
 100,25.0, 206.00, 20.00, 27, 23
 1000,26.0, 208.00, 146.00, 238, 227
