n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 3.00,4, 6.00, 102.00, 4.00, 3, 2,
 600, 13.00, 1.00,2, 3.00, 103.00, 189.00, 178, 139,
 900, 6.00, 2.00,2, 2.00, 103.00, 235.00, 191, 161,
 200, 6.00, 1.00,2, 2.00, 102.00, 54.00, 49, 40,
 700, 6.00, 1.00,2, 2.00, 102.00, 205.00, 179, 139,
 50, 11.00, 2.00,4, 5.00, 102.00, 10.00, 8, 5,
 300, 8.00, 1.00,2, 3.00, 103.00, 82.00, 66, 55,
 400, 13.00, 2.00,1, 3.00, 102.00, 103.00, 105, 82,
 500, 6.00, 1.00,2, 3.00, 101.00, 137.00, 133, 104,
 800, 13.00, 3.00,4, 6.00, 102.00, 201.00, 157, 122,
 100, 14.00, 2.00,5, 6.00, 105.00, 29.00, 26, 21,
 1000, 6.00, 1.00,2, 3.00, 102.00, 252.00, 250, 209,
