n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 2.00,7, 2.00, 209.00, 5.00, 4, 3,
 600, 9.00, 1.00,6, 3.00, 209.00, 181.00, 164, 158,
 900, 11.00, 1.00,7, 3.00, 208.00, 210.00, 180, 173,
 200, 12.00, 2.00,7, 3.00, 207.00, 52.00, 39, 39,
 700, 15.00, 1.00,7, 2.00, 205.00, 184.00, 162, 158,
 50, 13.00, 1.00,8, 4.00, 213.00, 7.00, 7, 7,
 300, 18.00, 2.00,9, 2.00, 208.00, 72.00, 55, 52,
 400, 12.00, 1.00,8, 3.00, 210.00, 92.00, 76, 70,
 500, 22.00, 2.00,13, 2.00, 208.00, 130.00, 109, 104,
 800, 10.00, 1.00,6, 3.00, 207.00, 171.00, 143, 132,
 100, 16.00, 3.00,13, 4.00, 207.00, 31.00, 27, 23,
 1000, 14.00, 1.00,6, 3.00, 210.00, 262.00, 239, 227,
