n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4590.00,1.00, 0,
 600, 4570.00,16.00, 5,
 900, 4601.00,23.00, 1,
 200, 4573.00,5.00, 0,
 700, 4574.00,17.00, 1,
 50, 4625.00,2.00, 0,
 300, 4615.00,8.00, 0,
 400, 4630.00,11.00, 1,
 500, 4569.00,13.00, 2,
 800, 4558.00,20.00, 4,
 100, 4566.00,3.00, 2,
 1000, 4645.00,26.00, 9,
