n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4570.00,0.00, 0,
 600, 4617.00,16.00, 5,
 900, 4569.00,22.00, 1,
 200, 4603.00,7.00, 0,
 700, 4578.00,18.00, 1,
 50, 4566.00,2.00, 0,
 300, 4626.00,8.00, 0,
 400, 4618.00,12.00, 1,
 500, 4567.00,12.00, 2,
 800, 4595.00,21.00, 4,
 100, 4586.00,3.00, 2,
 1000, 4586.00,26.00, 9,
