n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4609.00,0.00, 0,
 600, 4621.00,16.00, 5,
 900, 4605.00,23.00, 1,
 200, 4630.00,7.00, 0,
 700, 4613.00,18.00, 1,
 50, 4628.00,2.00, 0,
 300, 4640.00,8.00, 0,
 400, 4635.00,11.00, 1,
 500, 4622.00,13.00, 2,
 800, 4621.00,21.00, 4,
 100, 4631.00,3.00, 2,
 1000, 4619.00,27.00, 9,
