n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4600.00,0.00, 0,
 600, 4595.00,15.00, 5,
 900, 4609.00,22.00, 1,
 200, 4630.00,6.00, 0,
 700, 4617.00,17.00, 1,
 50, 4608.00,1.00, 0,
 300, 4601.00,7.00, 0,
 400, 4580.00,10.00, 1,
 500, 4595.00,12.00, 2,
 800, 4572.00,22.00, 4,
 100, 4607.00,3.00, 2,
 1000, 4577.00,25.00, 9,
