n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 4686.00, 0.00, 2, 0,
 20, 7741.00, 1.00, 3, 2,
 30, 38553.00, 6.00, 34, 16,
 50, 67800.00, 22.00, 52, 21,
 40, 52399.00, 13.00, 26, 15,
 60, 81330.00, 10.00, 68, 34,
 70, 98616.00, 42.00, 100, 38,
 90, 128772.00, 36.00, 145, 65,
 80, 117503.00, 27.00, 119, 57,
 100, 143335.00, 59.00, 237, 111,
