n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 4665.00, 0.00, 2, 0,
 20, 7737.00, 1.00, 3, 2,
 30, 38636.00, 7.00, 34, 16,
 50, 67989.00, 24.00, 52, 21,
 40, 52549.00, 13.00, 26, 15,
 60, 82007.00, 9.00, 68, 34,
 70, 98413.00, 43.00, 100, 38,
 90, 129425.00, 36.00, 145, 65,
 80, 117092.00, 27.00, 119, 57,
 100, 143401.00, 58.00, 237, 111,
