n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 1122.00, 1.00, 2, 2,
 20, 2963.00, 0.00, 5, 2,
 30, 9197.00, 3.00, 37, 27,
 50, 14686.00, 4.00, 44, 32,
 40, 12157.00, 2.00, 26, 18,
 60, 20217.00, 4.00, 70, 51,
 70, 23149.00, 6.00, 90, 60,
 90, 30873.00, 12.00, 144, 101,
 80, 28663.00, 9.00, 123, 83,
 100, 34158.00, 17.00, 220, 161,
