n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 3778.00, 0.00, 2, 0,
 20, 6290.00, 0.00, 3, 1,
 30, 27621.00, 1.00, 25, 7,
 50, 40099.00, 3.00, 26, 12,
 40, 36378.00, 2.00, 17, 9,
 60, 65223.00, 4.00, 52, 22,
 70, 71391.00, 6.00, 63, 22,
 90, 96505.00, 10.00, 102, 38,
 80, 88991.00, 6.00, 83, 28,
 100, 110325.00, 14.00, 168, 62,
