n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 7859.00, 0.00, 1, 0,
 30, 86475.00, 2.00, 29, 7,
 50, 122056.00, 3.00, 27, 11,
 20, 19678.00, 0.00, 3, 2,
 40, 106195.00, 2.00, 15, 8,
