n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 6379.00, 0.00, 2, 0,
 20, 8480.00, 1.00, 2, 2,
 30, 40190.00, 1.00, 21, 5,
 50, 54985.00, 17.00, 18, 5,
 40, 44459.00, 1.00, 11, 5,
 60, 76119.00, 4.00, 29, 4,
 70, 110655.00, 5.00, 42, 12,
 90, 135476.00, 9.00, 61, 11,
 80, 121754.00, 2.00, 57, 7,
 100, 164839.00, 19.00, 106, 20,
