n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 2.00, 1.00,0, 1.00, 19.00, 0.00, 0, 0,
 600, 3.00, 0.00,1, 0.00, 11.00, 14.00, 10, 8,
 900, 3.00, 0.00,1, 0.00, 21.00, 10.00, 9, 7,
 200, 3.00, 1.00,0, 1.00, 21.00, 2.00, 1, 1,
 700, 1.00, 1.00,0, 0.00, 11.00, 11.00, 14, 8,
 50, 3.00, 0.00,1, 1.00, 22.00, 1.00, 0, 0,
 300, 3.00, 0.00,1, 0.00, 19.00, 4.00, 2, 2,
 400, 3.00, 0.00,0, 1.00, 17.00, 7.00, 8, 6,
 500, 2.00, 1.00,0, 1.00, 13.00, 6.00, 11, 8,
 800, 3.00, 1.00,0, 1.00, 17.00, 13.00, 10, 8,
 100, 2.00, 0.00,0, 0.00, 11.00, 4.00, 4, 4,
 1000, 3.00, 1.00,0, 1.00, 11.00, 16.00, 22, 17,
