n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 5.00, 0.00,3, 0.00, 187.00, 0.00, 0, 0,
 600, 3.00, 1.00,2, 1.00, 185.00, 111.00, 12, 12,
 900, 3.00, 1.00,2, 0.00, 185.00, 105.00, 8, 8,
 200, 4.00, 0.00,2, 1.00, 186.00, 47.00, 1, 1,
 700, 4.00, 0.00,4, 0.00, 187.00, 231.00, 10, 5,
 50, 4.00, 0.00,3, 0.00, 187.00, 0.00, 0, 0,
 300, 3.00, 0.00,3, 0.00, 186.00, 1.00, 0, 0,
 400, 5.00, 1.00,2, 0.00, 183.00, 9.00, 5, 4,
 500, 4.00, 0.00,4, 0.00, 188.00, 25.00, 7, 5,
 800, 6.00, 0.00,3, 0.00, 184.00, 172.00, 13, 10,
 100, 4.00, 0.00,3, 0.00, 185.00, 8.00, 3, 3,
 1000, 3.00, 0.00,3, 0.00, 187.00, 91.00, 16, 14,
