n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 3.00, 0.00,4, 0.00, 241.00, 0.00, 0, 0,
 600, 5.00, 0.00,4, 0.00, 247.00, 5.00, 0, 0,
 900, 4.00, 0.00,4, 0.00, 244.00, 4.00, 2, 1,
 200, 4.00, 1.00,3, 0.00, 240.00, 1.00, 0, 0,
 700, 4.00, 0.00,4, 0.00, 241.00, 5.00, 1, 1,
 50, 4.00, 0.00,4, 1.00, 242.00, 0.00, 0, 0,
 300, 3.00, 0.00,4, 0.00, 242.00, 0.00, 0, 0,
 400, 4.00, 1.00,3, 0.00, 240.00, 4.00, 2, 1,
 500, 5.00, 0.00,3, 0.00, 243.00, 3.00, 1, 0,
 800, 4.00, 0.00,3, 0.00, 240.00, 6.00, 3, 1,
 100, 4.00, 0.00,3, 0.00, 243.00, 3.00, 2, 2,
 1000, 4.00, 0.00,3, 0.00, 243.00, 9.00, 5, 3,
