n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 16.00, 0.00,19, 1.00, 857.00, 0.00, 0, 0,
 600, 16.00, 0.00,20, 0.00, 870.00, 704.00, 6, 4,
 900, 17.00, 0.00,19, 0.00, 864.00, 390.00, 4, 3,
 200, 17.00, 0.00,19, 1.00, 869.00, 434.00, 1, 1,
 700, 18.00, 0.00,19, 1.00, 862.00, 718.00, 4, 3,
 50, 17.00, 0.00,19, 1.00, 870.00, 0.00, 0, 0,
 300, 17.00, 0.00,19, 1.00, 861.00, 0.00, 0, 0,
 400, 17.00, 0.00,19, 1.00, 861.00, 47.00, 2, 2,
 500, 17.00, 0.00,20, 0.00, 886.00, 829.00, 5, 5,
 800, 17.00, 1.00,18, 0.00, 859.00, 865.00, 4, 4,
 100, 17.00, 0.00,19, 0.00, 867.00, 177.00, 2, 2,
 1000, 17.00, 0.00,19, 1.00, 870.00, 1616.00, 9, 8,
