n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 17.00, 0.00,20, 0.00, 864.00, 0.00, 0, 0,
 600, 17.00, 0.00,19, 0.00, 860.00, 699.00, 6, 4,
 900, 17.00, 0.00,19, 1.00, 856.00, 398.00, 4, 3,
 200, 17.00, 0.00,20, 0.00, 862.00, 434.00, 1, 1,
 700, 17.00, 1.00,19, 0.00, 853.00, 691.00, 4, 3,
 50, 17.00, 0.00,19, 0.00, 859.00, 0.00, 0, 0,
 300, 16.00, 0.00,20, 0.00, 861.00, 0.00, 0, 0,
 400, 17.00, 0.00,20, 0.00, 861.00, 44.00, 2, 2,
 500, 16.00, 1.00,19, 0.00, 861.00, 825.00, 5, 5,
 800, 17.00, 0.00,19, 0.00, 855.00, 862.00, 4, 4,
 100, 17.00, 0.00,19, 1.00, 865.00, 174.00, 2, 2,
 1000, 17.00, 0.00,19, 1.00, 861.00, 1616.00, 9, 8,
