n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 2.00, 0.00,0, 1.00, 23.00, 0.00, 0, 0,
 600, 2.00, 0.00,1, 0.00, 22.00, 9.00, 12, 12,
 900, 5.00, 0.00,2, 1.00, 26.00, 6.00, 11, 11,
 200, 4.00, 1.00,1, 1.00, 31.00, 1.00, 1, 1,
 700, 5.00, 0.00,2, 0.00, 29.00, 10.00, 13, 13,
 50, 5.00, 0.00,2, 1.00, 23.00, 0.00, 0, 0,
 300, 2.00, 0.00,1, 0.00, 23.00, 1.00, 2, 2,
 400, 2.00, 0.00,1, 0.00, 22.00, 2.00, 6, 5,
 500, 5.00, 0.00,2, 1.00, 25.00, 7.00, 8, 8,
 800, 2.00, 0.00,1, 0.00, 22.00, 7.00, 12, 12,
 100, 2.00, 0.00,1, 0.00, 23.00, 7.00, 4, 4,
 1000, 2.00, 0.00,1, 0.00, 23.00, 20.00, 21, 20,
