n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 0.00, 247.00, 0.00, 0, 0,
 600, 3.00, 0.00,4, 0.00, 243.00, 0.00, 0, 0,
 900, 4.00, 0.00,3, 0.00, 245.00, 1.00, 2, 1,
 200, 4.00, 0.00,4, 0.00, 242.00, 0.00, 0, 0,
 700, 5.00, 0.00,3, 1.00, 241.00, 1.00, 1, 1,
 50, 4.00, 0.00,3, 0.00, 242.00, 0.00, 0, 0,
 300, 4.00, 0.00,3, 1.00, 247.00, 0.00, 0, 0,
 400, 4.00, 0.00,3, 0.00, 240.00, 3.00, 2, 1,
 500, 5.00, 0.00,4, 0.00, 243.00, 1.00, 1, 0,
 800, 5.00, 0.00,3, 0.00, 241.00, 1.00, 3, 1,
 100, 4.00, 0.00,3, 0.00, 240.00, 2.00, 2, 2,
 1000, 4.00, 0.00,3, 0.00, 244.00, 2.00, 5, 3,
