n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 4.00, 0.00,3, 1.00, 249.00, 0.00, 0, 0,
 600, 4.00, 0.00,3, 0.00, 244.00, 0.00, 0, 0,
 900, 4.00, 0.00,3, 1.00, 239.00, 1.00, 2, 1,
 200, 7.00, 0.00,3, 1.00, 242.00, 0.00, 0, 0,
 700, 4.00, 0.00,4, 0.00, 247.00, 2.00, 1, 1,
 50, 3.00, 1.00,3, 0.00, 243.00, 0.00, 0, 0,
 300, 4.00, 0.00,3, 1.00, 243.00, 0.00, 0, 0,
 400, 4.00, 0.00,3, 1.00, 242.00, 3.00, 2, 1,
 500, 3.00, 1.00,3, 0.00, 241.00, 0.00, 1, 0,
 800, 4.00, 0.00,3, 1.00, 242.00, 2.00, 3, 1,
 100, 4.00, 1.00,4, 0.00, 253.00, 3.00, 2, 2,
 1000, 4.00, 0.00,4, 0.00, 243.00, 2.00, 5, 3,
