n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 0.00,5, 1.00, 498.00, 0.00, 0, 0,
 600, 6.00, 0.00,5, 1.00, 506.00, 6.00, 6, 4,
 900, 6.00, 0.00,5, 1.00, 505.00, 10.00, 4, 4,
 200, 6.00, 0.00,6, 0.00, 500.00, 1.00, 0, 0,
 700, 6.00, 0.00,5, 1.00, 497.00, 25.00, 6, 2,
 50, 6.00, 0.00,5, 0.00, 506.00, 0.00, 0, 0,
 300, 6.00, 0.00,5, 1.00, 494.00, 1.00, 1, 1,
 400, 6.00, 0.00,5, 1.00, 502.00, 5.00, 1, 0,
 500, 6.00, 0.00,5, 1.00, 510.00, 6.00, 2, 2,
 800, 5.00, 0.00,6, 0.00, 493.00, 9.00, 5, 4,
 100, 5.00, 0.00,6, 0.00, 498.00, 2.00, 2, 1,
 1000, 6.00, 0.00,5, 1.00, 506.00, 9.00, 10, 6,
